content,score,at,userName
Bagus ges tapi memoo nya aja yg bikin hp saya ngeleg,5,2025-01-20 11:01:24,Pengguna Google
Aplikasi ini bagus karna bisa main dengan teman kita game ini juga bagus untuk melawan musuh yang banyak,5,2025-01-20 10:58:34,Pengguna Google
Wah 🙄,5,2025-01-20 10:58:24,Pengguna Google
keren habis aplikasi ini Good.. game nya saya suka banget..sangat terhibur.. hayo temen² donlod aplikasi ini game nya sangat bagus tidak membosankan..bintang yang berbicara 👍♥️😘,5,2025-01-20 10:55:11,Pengguna Google
mantap,5,2025-01-20 10:46:35,Pengguna Google
Plss kasih tim yang bener saya mau nge push susah naik turun mulu game moba sama aja tim nya gk sesuai,2,2025-01-20 10:44:53,Pengguna Google
good game,5,2025-01-20 10:42:56,Pengguna Google
ini seperti ml bagus lagi aku kasih bintang 4 dulu deh,4,2025-01-20 10:40:32,Pengguna Google
gameny seru habis itu skinny pada gratis,5,2025-01-20 10:30:21,Pengguna Google
"Player nya banyak yang tidak paham main, dan tidak mau berkerja sama, jadi nya kalah warr huf, Lanjut Terjamahan nya dibikin lebih akurat lagi, semakin berat sulit dikontrol hero geraknya lambat,,,",1,2025-01-20 10:30:05,Pengguna Google
bagussssss,4,2025-01-20 10:29:09,Pengguna Google
game nya baguss!,5,2025-01-20 10:21:36,Pengguna Google
makasih skin keren nya,5,2025-01-20 10:17:35,Pengguna Google
lucuuu pas aku off game selama 28 hari ada animasinyaaa lucu banget plsss,5,2025-01-20 10:08:38,Pengguna Google
game baik,5,2025-01-20 10:07:40,Pengguna Google
the best,5,2025-01-20 10:03:32,Pengguna Google
Keren,5,2025-01-20 09:53:23,Pengguna Google
dasar game plagiat,1,2025-01-20 09:52:43,Pengguna Google
Halo saya sangat menikmati gamenya grafisnya bagus hero nya keren dan banyak event menarik. Tapi ada suatu bug atau apalah itu rumput rumput nya kok pada hilang ya gimana ngatasin nya tolong bantu jadi nya gak seru lagi kalo gada rumput nya,4,2025-01-20 09:50:27,Pengguna Google
"Yang main Banyak yang tolol , Dapat grup isinya tolol semua . diperbarui tadinya posisi Master Jadi awal lagi",2,2025-01-20 09:48:57,Pengguna Google
lebih ke perbaikan map nya,3,2025-01-20 09:32:48,Pengguna Google
ok,5,2025-01-20 09:29:18,Pengguna Google
luar biasa saya dan teman teman saya sangat menyukai game ini,5,2025-01-20 09:22:18,Pengguna Google
game nya bagus,5,2025-01-20 09:17:04,Pengguna Google
dah jarang kasih Heri dan skin epic lagi,1,2025-01-20 09:08:39,Pengguna Google
Tolong kpd pihak hok perbaiki segera bug/sinyal/grafis Terkadang sering leg 🙏🙏,4,2025-01-20 09:03:43,Pengguna Google
Gw baru dowload semoga aja bagus ya lol,5,2025-01-20 08:54:03,Pengguna Google
Gak balence hero op banyak slot ban cuma 2 ngotaklah tencent,2,2025-01-20 08:53:41,Pengguna Google
bagus,4,2025-01-20 08:48:43,Pengguna Google
"Saat level dh di atas 10 hero tank support kena tower atau twer base berasa kebal.. Sangat tidak menguntungkan saat terdesak,tower seakan tdk mksimal",2,2025-01-20 08:48:25,Pengguna Google
Saya suka game ini seru,5,2025-01-20 08:47:17,Pengguna Google
tingkatkan perpoma game,5,2025-01-20 08:45:32,Pengguna Google
Haaaaaa padahal aku suka game ini. Tapi sekali donlod langsung ngeblank HP ku😭😭😭,1,2025-01-20 08:44:35,Pengguna Google
mamah game ini keren sekali aku suka meski kadang match nya kurang seimbang😛,5,2025-01-20 08:39:30,Pengguna Google
semoga gamenya lebih baik,5,2025-01-20 08:38:28,Pengguna Google
seru,5,2025-01-20 08:33:50,Pengguna Google
👍,5,2025-01-20 08:31:30,Pengguna Google
"Coba dulu, kalo over .. Tambahin ⭐",4,2025-01-20 08:28:55,Pengguna Google
Game Kon**l b*b*,1,2025-01-20 08:25:25,Pengguna Google
game nya bugus,5,2025-01-20 08:25:00,Pengguna Google
Susah login sudah seminggu susah dibuka aplikasi nya tolong perbaiki,3,2025-01-20 08:22:07,Pengguna Google
mantap,5,2025-01-20 08:19:58,Pengguna Google
"Thx for everything and now im enough for play this game, and goodbye",3,2025-01-20 08:15:13,Pengguna Google
Seru tapi Hero nya lumayan susah dipake,4,2025-01-20 08:12:20,Pengguna Google
"Game gblk, punya 2 proteksi, eh pas main kalah langsung turun bintang. Maen capek capek, sampe SVP, tapi di report afk, sedangkan tim yg skornya 5 gabisa di report",1,2025-01-20 08:10:40,Pengguna Google
Tolong buat Hero seperti Naruto dan saitama,5,2025-01-20 08:00:46,Pengguna Google
aku suka game ini😆😆😆,5,2025-01-20 07:56:41,Pengguna Google
"Game-nya keren, gak ngeleg juga",4,2025-01-20 07:47:03,Pengguna Google
sangat cocok oh iya di honor of Kings ada voice bang Winda ya? あなたか,5,2025-01-20 07:46:45,Pengguna Google
gak adil dapat tim bot semua 😢😢😢,1,2025-01-20 07:41:51,Pengguna Google
keran,5,2025-01-20 07:34:49,Pengguna Google
"dapet tim ampas banget , gua top 12 indonesia nakoruru dapet tim nya belom dapet gelar sama sekali , minimal disamain lah",1,2025-01-20 07:34:09,Pengguna Google
"game ini adalah game pas aku lagi stress,bosen,nangis,dll tapi sih ini game fav ku",5,2025-01-20 07:32:07,Pengguna Google
Nice,5,2025-01-20 07:27:57,Pengguna Google
game nya seru bngett,5,2025-01-20 07:27:25,Pengguna Google
Kalau gitu suruh aja sistem yang main,1,2025-01-20 07:22:26,Pengguna Google
Lebih baik game sebelah masa baru top up beli skin epic nezha langsung di spam sama dark sistem rugi beli skinnya trus udh gitu rank ku masih gold 3 ko di kasih tim yg mainnya kayak bot sedangkan pas liat akun lawannya ternyata udh grandmaster gak adil👎🏻,1,2025-01-20 07:21:03,Pengguna Google
Aku suka banget Hero nya bagus bagus dan keren keren dan ada Elsa Anna juga pokoknya bagus deh,3,2025-01-20 07:18:48,Pengguna Google
"sampe kapan Matcmaking nya sebusuk ini?, dari tahun jebot dah banyak yang mngeluh Matcmaking nya rusak, dapet tim ga seimbang sama musuhnya, dah dua hari lose berturut-turut, sumpah kalau gini terus, ga akan laku ini game di pasar indo, Matcmaking nya lebih baik ml dari pada ini, DI BACA TOLONG",1,2025-01-20 07:07:19,Pengguna Google
mantap ni permainanan nya,5,2025-01-20 06:50:05,Pengguna Google
tooop,5,2025-01-20 06:47:46,Pengguna Google
mantap king,5,2025-01-20 06:47:01,Pengguna Google
Mantep si ini,5,2025-01-20 06:45:05,Pengguna Google
mantap,5,2025-01-20 06:41:05,Pengguna Google
Halah no kecot download aja gausah ragu!,5,2025-01-20 06:37:37,Pengguna Google
mantap,5,2025-01-20 06:31:34,Pengguna Google
OY HOK KENAPA TIM MUSUH TERUS YANG MENANG YG WARNA MERAH TERUS!!! MINIMAL BIRU KEK!?!? PDHL MS DI LEVEL YG MUDAH UDAH KALAH MULU TP AKU BUKAN CUPU TP KOK BISA GITU MEREKA MENANG TERUS CB LAH TIM BIRU TERUS YG MENANG !!!!!!!?????? HOK PILI KASIH!??😭😭😭,2,2025-01-20 06:30:57,Pengguna Google
bagus tapi kurang event yg trend,4,2025-01-20 06:28:44,Pengguna Google
"This is fun, tapi ada kayak yang kurang seperti draft pick yang tidak seimbang, juga background lobby nya agak sedikit kurang bagus dilihat, semuanya sudah perfect hanya tinggal lobby nya aja cukup dikasih warna yang bagus tapi bikin enak diliat",5,2025-01-20 06:25:18,Pengguna Google
sangat keren,5,2025-01-20 06:22:00,Pengguna Google
Good game,5,2025-01-20 06:11:11,Pengguna Google
terimakasih min atas penjelasannya Setelah settingan nya kembali seperti semula saya akan merubah bintangnya🙂,1,2025-01-20 06:09:05,Pengguna Google
game yang bagus dan gk pernah bikin aku bosen kalian wajib coba😍😊😊😊😊,5,2025-01-20 05:52:38,Pengguna Google
"Game rusak, masa nge ranked di master 3, se tim sama platinum, dari awal rilis global baru ini kecewa nge push rank jadi susah match making nya gjls, sorry uninstal",1,2025-01-20 05:39:07,Pengguna Google
Kenapa iklan hok pas lagi ditengah tengah permainan bikin sy males,2,2025-01-20 05:38:24,Pengguna Google
Makin lama makin ngeleg,1,2025-01-20 05:38:02,Pengguna Google
ini sangat bagus bagi saya dan ini juga sangat menyenangkan dan Hero nya pada bagus dan 1 bug adalah kayak jalan sendiri gitu mohon di perbaiki ya,3,2025-01-20 05:34:48,Pengguna Google
Dari awal season sampai sekarang nggak pernah di kasih menang di kasih tim sampah mulu dan tim blunder ( bisa bot),1,2025-01-20 05:30:52,Pengguna Google
Setelah update sering dapat tim tidak becus main tolong lah di perhatian kan matchmaking,2,2025-01-20 05:06:25,Pengguna Google
makin mantap 👍,5,2025-01-20 05:00:28,Pengguna Google
Tolong di perbaiki lagi di saat saya bermain gameplay nya kok black screen padahal sudah saya download semua data nya.,4,2025-01-20 04:54:53,Pengguna Google
ok,5,2025-01-20 04:50:37,Pengguna Google
"Tolonng sinyal nya di perbaiki, gw main mobile legend aja lancar pas main game ini malah merah mulukk game cacatttt..!!!! 👎👎👎👎👎👎👎👎",1,2025-01-20 04:48:42,Pengguna Google
"Gamenya butuh kerjasama yang lebih dibanding mobile legend, untuk efek dari skin sangat bagus dan rame, tapi kekurangannya untuk device low range bakal lebih sering frame drop dibanding main mobile legend",4,2025-01-20 04:41:41,Pengguna Google
Game nya menurut ku sangat seru dan aku mencoba bermain waktu itu aku akan mendapatkan hiro baru dari honor of kings semoga bisa cepet dapat hiro baru ok,5,2025-01-20 04:39:07,Pengguna Google
luar biasa,5,2025-01-20 04:24:57,Pengguna Google
"Ramah sekali pemainnya, tak ada bacotan",5,2025-01-20 04:24:41,Pengguna Google
"Hai admin kemarin bertemu dengan user yang berkata toksik,menjatuhkan, dan perundung mohon tidak hanya dikurangi kredit skor saja sebaiknya dibaned sekalian. Terimakasih",2,2025-01-20 04:09:33,Pengguna Google
"Overall bagus keseluruhan tapi ini kenapa gw kalo main solo selalu dapet tim bot sih? sedangkan musuh itu mainnya bagus semua tapi kalo tim gw itu entah ada yg diem doang, gamau join war, gamau farming. kalo kalian saranin report percuma gw udah cape report player kayak gitu hukumannya juga ga berat2 amat cih. Tolong dong di fix bagian matchmaking nya gw sebagai player solo selalu cape kalo push rank ketemu player bot. kalo gadapet balesan dari dev parah bgt sih keluhan gw udh panjang lebar gini",2,2025-01-20 03:54:59,Pengguna Google
bagus sekali,5,2025-01-20 03:53:06,Pengguna Google
Bagusssssss,5,2025-01-20 03:49:34,Pengguna Google
bagus gk kayak gamae Sebelah inisial MOBEL Legend,5,2025-01-20 03:45:19,Pengguna Google
"sementara bagus nic game,, hero ngk pelit",5,2025-01-20 03:42:53,Pengguna Google
bagus,5,2025-01-20 03:42:51,Pengguna Google
"game nya bagus dari segi grafik, karakter. tapi sangat disayangkan 😔skin nya sedikit dan hero nya. juga tapi kalau di versi cina hero dan skin nya itu banyak",4,2025-01-20 03:39:11,Pengguna Google
seru,5,2025-01-20 03:36:30,Pengguna Google
Kenapa ya ni game susah banget dapet tim yang bagus akhir akhir ini dapet timnya gaada yang jago tolong dong pas match kasih tim yang seimbang,3,2025-01-20 03:24:00,Pengguna Google
mantap,5,2025-01-20 03:16:44,Pengguna Google
"saya sangaaaaattt menyukai game ini mulai dari grafik, game play, hero semuaa sayaa sangatt menyukai nyaa",5,2025-01-20 03:16:21,Pengguna Google
"patch kali ini lebih berat daripada patch sebelumnya, aplikasinya sering forclose dan reconnect, apakah ada yang mengalami perubahan ini seperti saya?",4,2025-01-20 03:01:39,Pengguna Google
wkwk udah kaya ml aja nih,5,2025-01-20 02:52:25,Pengguna Google
mantap banget bro,5,2025-01-20 02:29:19,Pengguna Google
HOKTERBAIK... yeyyyyy,5,2025-01-20 02:12:01,Pengguna Google
gem nya sangat bagus ngga kayak ml banyak drak sistem,5,2025-01-20 02:10:14,Pengguna Google
bagus,5,2025-01-20 01:58:12,Pengguna Google
"Pengalaman yang luar biasa bersama hok, sehat"" Game baik",5,2025-01-20 01:52:48,Pengguna Google
"Untuk sejauh ini game nya Bagusss!!!, tapi tolong di perbaiki pas di bagian foto Avatar nya donk, pas gunakan gambar sendiri ngeblur gambar nya, jadi, lebih di HD in lagi donk kualitas nya itu aja si dan ga sabar nunggu Collab Dengan Detective Conan!",4,2025-01-20 01:45:22,Pengguna Google
"gamenya bagus, skinnya keren dan murah.",5,2025-01-20 01:30:33,Pengguna Google
mantap,5,2025-01-20 01:24:57,Pengguna Google
Team match tidak seimbang selalu dapet bot,1,2025-01-20 01:24:21,Pengguna Google
saya sangat suka. menyenngkan,5,2025-01-20 01:14:34,Pengguna Google
mantab deh,5,2025-01-20 01:01:32,Pengguna Google
"gamenya bagus,keren,sangat menarik bagi penggemar video game tidak ada keluhan untuk game ini😁👍👍👍",5,2025-01-20 00:43:43,Pengguna Google
"Hebat, enggak kayak di game sebelah",5,2025-01-20 00:43:31,Pengguna Google
"tolong min ini benerin fps nya kalo pas lagi war hp nya yg suka freze ram jan di tinggiin mo main game bagus tapi hp nya lag gmn ,turun kan min",3,2025-01-20 00:36:03,Pengguna Google
bagus gamenya,5,2025-01-20 00:23:07,Pengguna Google
"Udh kecewa asli , massa tiap main solo selalu dapet team yang feeding teruss sedangkan musuh selalu dapat team yang bagus kan jadi tidak seimbang?????",1,2025-01-20 00:15:50,Pengguna Google
Game nya. Tidak bisa MVP karna por. nya Tidak bisa beriampun kalo Por nya di tanga musu,1,2025-01-20 00:10:22,Pengguna Google
"Ovr bagus, cuma sedikit drop frame saat war, lebih di tingkat kan lagi buat performa nya di hp kentang.... ✋😬🤚",4,2025-01-20 00:06:17,Pengguna Google
"game seru hampir sama dengan mobile legend nama"" hero & item nya yg berbeda tapi fungsi item nya sama",5,2025-01-20 00:01:48,Pengguna Google
bagus banyak skin gratis yang ku dapat tetapi tidak cocok di hp kentang,5,2025-01-19 23:54:21,Pengguna Google
bagus game nya,5,2025-01-19 23:41:21,Pengguna Google
Mantap seru mainnya,5,2025-01-19 23:39:51,Pengguna Google
menghilangkan,5,2025-01-19 23:39:32,Pengguna Google
keren,5,2025-01-19 23:30:53,Pengguna Google
nice,5,2025-01-19 23:22:10,Pengguna Google
udh bagus 👍 dan ditingkatkan kan lagi komunitasnya,5,2025-01-19 23:15:26,Pengguna Google
Game tiada duanya:v,5,2025-01-19 22:45:50,Pengguna Google
nice game enjoy,5,2025-01-19 22:37:08,Pengguna Google
Design hiro.ny bagus2 gak kaya sebelah,5,2025-01-19 22:23:47,Pengguna Google
good,5,2025-01-19 22:23:29,Pengguna Google
rahasia,5,2025-01-19 21:38:33,Pengguna Google
game bagus,5,2025-01-19 21:33:58,Pengguna Google
Ya Kurasa Bintang Itu Mewakili. Saya kasih tahu kenapa : Hukum Sejerat jeratnya para Feeder sudah capek Ngepush Ke GM ngabisin waktu (+ - star) Pencarian Match Mu Kurang Baik,1,2025-01-19 21:25:12,Pengguna Google
good game,5,2025-01-19 21:20:46,Pengguna Google
banyak player toksik,5,2025-01-19 21:11:43,Pengguna Google
keluar sendiri,2,2025-01-19 21:11:13,Pengguna Google
nicee,5,2025-01-19 21:05:31,Pengguna Google
"Saya sangat benci hok setiap main selalu keluar sendiri, dan terkadang saat main muncul kaya pink gitu jalan sendiri, saya coba login ulang tetapi tidak bisa sehingga ssya sulit main, tidak seperti game sebelah lebih asik dari ini, saya kecewa",3,2025-01-19 20:22:11,Pengguna Google
Gua dari ml pindah sini dicoba boy,5,2025-01-19 20:15:07,Pengguna Google
matchmaking buruk selalu dapat tim seperti BOT,1,2025-01-19 20:06:52,Pengguna Google
"1.Tolong buat toko buat starstone selain Hero dan Arcana 2. Tambahin slot ban di rank 3. Revamp tampilan skin, animasi dari Hero lama di China dan baru di global 4. Buat Tanda/indikator kalau skill tidak bisa dipakai ketika terkena stun atau sebagainya. Terkadang merasa aneh aja ketika pencet skill tapi tidak keluar. 5. Berikan saya skinnya lady Zhen epic North mountain 😅 6. Apakah bug tengah map ketika Hero augran terpakai sudah diperbaiki? 7. Ayo Collab dengan anime Isekai (Tensura, Overlord)",5,2025-01-19 19:43:34,Pengguna Google
"Terus terang saya kembali main HOK karena gaming yang menyenangkan. Namun tidak ada peruhahan dark sistem yang lose streak empat kali baru bisa menang lagi. Mohon maaf saya unistall saja, karena game kek gini bukan uji kepintaran namun kesabaran.",1,2025-01-19 19:28:25,Pengguna Google
ya buat gua gemnya seru dan Hero yg sulit seperti tan tangan buat gua,5,2025-01-19 19:13:28,Pengguna Google
"minn tolong fixx bug skin gratiss d ranked,ada bug muncull d rank,jadi pengguna nge rank mencoba bugg skin tersebut tanpa durasi,mohon d fixx minn",1,2025-01-19 19:00:00,Pengguna Google
"Gamenya bagus, bagus banget malah ,tapi pembagian timnya terlalu dark system , player solo gak akan betah mainnya karena gak adil banget ,terus report nya sering gak ngaruh padahal pemain yang direport udah jelas melakukan kesalahan. Sumpah aku hampir mau uninstal aja saking parahnya.",1,2025-01-19 18:49:32,Pengguna Google
rusak nie game apa cuma aku ya yang ngerasakan kalok di match hok late game nya asasin itu kalah lawan tank ketika one by one kan lucu gak sih item full damage lawan full defense kalah full damage nah lagi satu pas main itu tiba tiba hp aku balek keluar sendiri dari aplikasi itu kenapa dah jaringan bagus ram hp ram 6 terus kenapa pas main lagi solo war malah hp ku patah patah sih tiba tiba nembus batu buff terus analog nya gerak sendiri udah darah sekarat mau recal malah jalan ke musuh nya,1,2025-01-19 18:46:10,Pengguna Google
Mayan,4,2025-01-19 18:46:01,Pengguna Google
"Minus developer yang selalu memberikan tim yang beban,bot,sedangkan musuh jago,autis najis",1,2025-01-19 18:36:04,Pengguna Google
banyak bot,1,2025-01-19 18:27:35,Pengguna Google
"WHHYYY ARE YOU SO EVILL , I LOVE THIS GAME FIRST I EVEN BOUGHT THE PASS BUT YOU KEEP GIVING ME BAD TEAMMATE I LOST FOR 7X!!!! FOR 7!! TIMES IM ONLY PLATINUM YOU GAVE ME MASTER OPPONENT WHY ARE YOU DO THIS TO ME IM CRYING RN I GO BACK TO ML",1,2025-01-19 18:26:29,Pengguna Google
Games yang sangat seru dan menarik setiap saat kita masuk ke gemas in i,5,2025-01-19 17:56:32,Pengguna Google
Best of the best best!!!!!!!,5,2025-01-19 17:52:07,Pengguna Google
keren,5,2025-01-19 17:48:24,Pengguna Google
"saat turet terakhir hancur, suka gk terhitung riwayat main dan suka menghubungkan ulang ke server",4,2025-01-19 17:28:09,Pengguna Google
game seru banget,5,2025-01-19 17:14:25,Pengguna Google
"Game burik, kalo mau masuk permainan lagi susah nya minta ampun, tau tau dah kalah aja,,",1,2025-01-19 17:13:05,Pengguna Google
sangat baik ...,5,2025-01-19 17:10:48,Pengguna Google
game nya seru banget,5,2025-01-19 17:08:37,Pengguna Google
Sejauh ini terbaik ini game Pertahankan,5,2025-01-19 16:59:25,Pengguna Google
Tambah slot ban woi jgn nambah hero mulu,1,2025-01-19 16:57:39,Pengguna Google
oke banget,4,2025-01-19 16:56:21,Pengguna Google
QUALITY GOOD GAMEE,5,2025-01-19 16:43:20,Pengguna Google
"Males sudah saya main game ini trimakasih waktunya , terlalu susah dapat tim bot terus sedang kan musuh jago jago cape untuk grafik bagus tidak di ragukan tapi pembagian tim kaya sampah",1,2025-01-19 16:36:11,Pengguna Google
"Grafik sama event si ok, tapi match nya kayak di setting soalnya tiap mau naik tier dikasih lawan yang tier nya lebih tinggi tapi yang setim ama kita dikasih tier rendah jadi berat mau naik..",1,2025-01-19 16:33:18,Pengguna Google
mantap,4,2025-01-19 16:24:12,Pengguna Google
bagusss,5,2025-01-19 16:23:12,Pengguna Google
mantap,5,2025-01-19 16:20:32,Pengguna Google
syuka sekali,5,2025-01-19 16:19:36,Pengguna Google
Mantap,3,2025-01-19 16:09:02,Pengguna Google
mantap,5,2025-01-19 16:01:48,Pengguna Google
Kucoba enak enak aja tim juga jago jago dan adil(my opini)banyak gratisan jadi cocok untuk orang nolep dirumah,5,2025-01-19 15:53:26,Pengguna Google
mantap lah cuma ufgreat nya terllbesar,5,2025-01-19 15:49:25,Pengguna Google
enk buat di waktu nyantai,4,2025-01-19 15:46:35,Pengguna Google
game ini sangat populer,5,2025-01-19 15:43:36,Pengguna Google
"najis banget game nya ngecopy mobile legend ajg minimal klo buat game tuh ide sendiri jngn ngecopy game lain,apaan banget ini mh ngecopy jelek banget",5,2025-01-19 15:38:10,Pengguna Google
Game yg sangat bagus ngk kaya game sebelah bug nyh banyak game burik,5,2025-01-19 15:35:49,Pengguna Google
"Game tokai,.sepi pemain, sering banget dapet team bot",2,2025-01-19 15:28:11,Pengguna Google
Good game,5,2025-01-19 15:27:05,Pengguna Google
"Sorry kalo ini terdengar rasis, cuma saya jujur benci dengan pemain Bendera China dan Nickname china..mereka selalu bermain semena mena dan tidak mau bekerja sama sebagai tim, dan mereka selalu merasa bahwa mereka lebih tinggi dibandingkan pemain dari negara lain, itu menjijikan Saya ingin pihak game Mengambil tindakan yang tegas! Pisahkan server nya! Ini menjijikan!",3,2025-01-19 15:20:28,Pengguna Google
Hok boleh ya kirimin aku skin frozen snowventure lady zhen boleh ya karena aku ndak di bolehin beli token boleh ya ini akun hok ku /°%Kui`'/ boleh ya hok aku pengen baget dari sejak colab ama frozen boleh ya aku tunggu hok boleh ya kimin aku lewat surat aja boleh ya aku kasih waktu 2 hari oke plisss aku mau banget,5,2025-01-19 15:05:53,Pengguna Google
makasih,5,2025-01-19 15:02:26,Pengguna Google
best,5,2025-01-19 15:01:11,Pengguna Google
Game ampas makin sering maen malah banyakan kala dari pada menang dpt team tolol mulu,1,2025-01-19 14:55:57,Pengguna Google
Wahh parah juga moba yg ini untuk org yg HP nya kentang juga hahaaa,1,2025-01-19 14:55:34,Pengguna Google
Game terbaik,5,2025-01-19 14:48:09,Pengguna Google
keren boy,5,2025-01-19 14:47:34,Pengguna Google
Game yang sangat bagus,5,2025-01-19 14:47:25,Pengguna Google
fitur HD masih kurang,5,2025-01-19 14:40:51,Pengguna Google
Sangatmenyenang kan,5,2025-01-19 14:39:24,Pengguna Google
game bagus,5,2025-01-19 14:36:13,Pengguna Google
ok,5,2025-01-19 14:17:20,Pengguna Google
Sekarang udh mayan lah gk ada anomali tpi minimal buat download itu jangan semua paling cuma hero sama skin yg kita semua jadi banyak banyakin memori mff oot,3,2025-01-19 14:15:09,Pengguna Google
gem nya bagus,5,2025-01-19 14:08:42,Pengguna Google
"Game Collab event elit,memperbaiki matchmaking syulit mending gak usah bikin kalo ngg mampu memperbaiki mah",1,2025-01-19 14:02:13,Pengguna Google
Menarik game nya setu Bahkan kebih seeu dari MLBB DI MLBB banyak draksistem Lah di HOK ga ada ya paling tank doang,5,2025-01-19 14:01:42,Pengguna Google
keren,5,2025-01-19 13:57:28,Pengguna Google
Game ini bangat bagus baru pertama kali HOK masuk play store Dan semoga aja gk ketmu player ngtroll lagi kaya di ML kalo di ML itu tim nya udah kebangetan saya kasi bintang 5 untuk Game HOK,5,2025-01-19 13:54:32,Pengguna Google
bagus sekali,5,2025-01-19 13:54:02,Pengguna Google
Lagi stres gw min,5,2025-01-19 13:52:01,Pengguna Google
Yang main game ini pasti lagi bosan main ml,5,2025-01-19 13:51:44,Pengguna Google
good game,5,2025-01-19 13:51:44,Pengguna Google
lawak Nyari Lawan Yg Sepadan Sampe 10 Menit😂🤣,1,2025-01-19 13:47:59,Pengguna Google
bagus min,5,2025-01-19 13:46:52,Pengguna Google
GOOOOOODDDDDDDDDD,5,2025-01-19 13:44:42,Pengguna Google
sangat bagusss,5,2025-01-19 13:38:28,Pengguna Google
ok,4,2025-01-19 13:34:51,Pengguna Google
Kalah mulu,1,2025-01-19 13:33:09,Pengguna Google
Game. Plagiat,1,2025-01-19 13:32:57,Pengguna Google
bagus,5,2025-01-19 13:30:48,Pengguna Google
bagus banget daripada game sebelah papi tencen mah baik banget,5,2025-01-19 13:27:56,Pengguna Google
Bagus,5,2025-01-19 13:27:10,Pengguna Google
lumayan lah,5,2025-01-19 13:23:11,Pengguna Google
keren,5,2025-01-19 13:15:37,Pengguna Google
bagus banyak skin gratis 😁,5,2025-01-19 13:11:46,Pengguna Google
Seru baget,5,2025-01-19 13:07:46,Pengguna Google
engak mikir (opsional),5,2025-01-19 13:06:12,Pengguna Google
Oke lah tinggal temen ny pada Qontol semua satu team tolol,5,2025-01-19 13:03:11,Pengguna Google
"Please blacklist player dari Philipina bodoh"", merusak permainan dan kerja sama tim",1,2025-01-19 12:59:36,Pengguna Google
sama sampahnya kek game sebelah dark sistem juga,1,2025-01-19 12:58:09,Pengguna Google
"Min kalo bisa hero yang dari cn di remodel lah, masa kaku gitu heronya, contohnya yang baru keluar arke, arke di AOV jadi quillen bagus banget modelnya di hok kaku banget dan teksturnya juga. Kan di hok cn banyak tuh yang hero old yang kaku kan bisa di remodel, contohnya gengis Khan tapi kalo gengis Khan itu revamp. Saya cuma minta di remodel aja soalnya banyak orang yang ngeluh juga soal tampilan hero yang terkesan kaku",3,2025-01-19 12:51:47,Pengguna Google
keren sihh laning nya pas,5,2025-01-19 12:42:30,Pengguna Google
"Game luar biasaa saya sangat sukaa ,mksihh HONOR OF KING",5,2025-01-19 12:41:04,Pengguna Google
mantap,5,2025-01-19 12:37:31,Pengguna Google
bagus,5,2025-01-19 12:35:27,Pengguna Google
"Gimana sih setiap main ranked kok tiba-tiba keluar sendiri, jdi nya points saya berkurang gak bisa main di ranked",3,2025-01-19 12:34:19,Pengguna Google
game rusak bagus,5,2025-01-19 12:29:50,Pengguna Google
sangat bagus,5,2025-01-19 12:25:12,Pengguna Google
"bagus bgt aku suka, tp knp ya sekarang kok gk ada perahunya lagi padahal seru bgt loh, tolong Adain lagi.",5,2025-01-19 12:18:33,Pengguna Google
Game yang bagus lebih bagus dari pada mobile legend,5,2025-01-19 12:16:05,Pengguna Google
bagus banget grafiknya,5,2025-01-19 12:08:23,Pengguna Google
nilai ini akan berubah sewaktu-waktu,5,2025-01-19 12:02:54,Pengguna Google
sukaa sayaa,5,2025-01-19 11:57:09,Pengguna Google
Dapet bot mulu,2,2025-01-19 11:56:42,Pengguna Google
game ini sangatlah keren dan menyenangkan,5,2025-01-19 11:55:28,Pengguna Google
game seru nda pelit skin,5,2025-01-19 11:51:36,Pengguna Google
bagus,5,2025-01-19 11:43:54,Pengguna Google
salah satu game moba terbaik menurutku...,5,2025-01-19 11:41:26,Pengguna Google
game seru,5,2025-01-19 11:34:53,Pengguna Google
"Adakah cara untuk player ketika game sedang berjalan tiba tiba ada suatu urusan yang mendadak dan harus meninggalkan game? tetapi saya maniac ranked, apakah saya terlalu tua untuk bermain di sela kesibukan 😥 wkwk",3,2025-01-19 11:32:17,Pengguna Google
mantapp,5,2025-01-19 11:28:52,Pengguna Google
"Waktu awal rilis rata kanan lancar jaya, sekarang lag parah",1,2025-01-19 11:24:23,Pengguna Google
Gem nya seru dan menarik,5,2025-01-19 11:22:26,Pengguna Google
"HARUS BANGET YAH BINTANG 1, BARU DI LIHAT KOMENNYA 1. PING kadang naik kalau ketemu dari region lain yang jauh 2. CHEAT udah banyak yang pake 3. MATCH ngaco/ngawur",5,2025-01-19 11:18:11,Pengguna Google
tidak bisa login menggunakan data seluler,1,2025-01-19 11:12:31,Pengguna Google
bagus,5,2025-01-19 11:12:31,Pengguna Google
mantaf,5,2025-01-19 11:10:45,Pengguna Google
mantap,5,2025-01-19 11:03:41,Pengguna Google
Susah,1,2025-01-19 11:02:39,Pengguna Google
wow,5,2025-01-19 10:57:50,Pengguna Google
nice,5,2025-01-19 10:53:25,Pengguna Google
good,5,2025-01-19 10:51:55,Pengguna Google
good,5,2025-01-19 10:47:08,Pengguna Google
mantap,5,2025-01-19 10:46:39,Pengguna Google
Mencari yang gratis gratis. Karena kalo pakai uang saya kismin,5,2025-01-19 10:45:05,Pengguna Google
keren,3,2025-01-19 10:44:48,Pengguna Google
